Var1,Var2,mean_aa_dist
PB2_10,PB2_44,22.2323943661972
PB2_10,PB2_45,45.169014084507
PB2_10,PB2_46,13.169014084507
PB2_10,PB2_47,9.23943661971831
PB2_11,PB2_12,6.45590214067276
PB2_11,PB2_13,4.82895622895627
PB2_11,PB2_14,5.18201754385959
PB2_11,PB2_15,6.91132075471694
PB2_11,PB2_16,3.89869565217391
PB2_11,PB2_17,4.45698924731183
PB2_11,PB2_18,14.2194666666667
PB2_11,PB2_19,4.27666666666666
PB2_11,PB2_20,26.9904761904761
PB2_11,PB2_21,7.38769230769231
PB2_11,PB2_22,5.77333333333333
PB2_11,PB2_23,4.36333333333333
PB2_11,PB2_24,14.0275
PB2_11,PB2_25,5.92285714285714
PB2_11,PB2_26,6.48666666666666
PB2_11,PB2_27,7.77333333333333
PB2_11,PB2_28,54.24
PB2_11,PB2_29,5.44666666666666
PB2_11,PB2_30,4.11333333333334
PB2_11,PB2_31,7.44
PB2_11,PB2_32,8.76
PB2_11,PB2_33,3.11333333333334
PB2_11,PB2_34,8.77666666666667
PB2_11,PB2_35,4.78
PB2_11,PB2_36,8.78
PB2_11,PB2_37,6.23666666666667
PB2_11,PB2_38,5.28
PB2_11,PB2_39,6.77
PB2_11,PB2_40,8.78
PB2_11,PB2_41,2.78
PB2_11,PB2_42,6.78
PB2_11,PB2_43,6.78
PB2_11,PB2_44,19.7733333333333
PB2_11,PB2_45,40.6933333333333
PB2_11,PB2_46,10.7866666666667
PB2_11,PB2_47,7.78
PB2_12,PB2_13,5.81160226114362
PB2_12,PB2_14,6.08474167069053
PB2_12,PB2_15,7.88886965553059
PB2_12,PB2_16,4.89170323095333
PB2_12,PB2_17,5.47084936371707
PB2_12,PB2_18,13.2014678899083
PB2_12,PB2_19,4.69003931847969
PB2_12,PB2_20,25.5845347313237
PB2_12,PB2_21,6.37685250529287
PB2_12,PB2_22,4.76146788990826
PB2_12,PB2_23,5.34480122324159
PB2_12,PB2_24,13.2614678899083
PB2_12,PB2_25,6.9043250327654
PB2_12,PB2_26,5.47051114023591
PB2_12,PB2_27,8.76146788990826
PB2_12,PB2_28,53.0137614678899
PB2_12,PB2_29,6.42813455657492
PB2_12,PB2_30,5.09480122324159
PB2_12,PB2_31,6.3914373088685
