	location
EPI_ISL_17964944|H5N1|a/red-tailed_hawk/nevada/23-012114-001-original/2023|2023-03-31|2023.244	North America
EPI_ISL_3001273|H5N8|a/common_buzzard/sweden/sva210510sz0206/fb001829/c-2021|2021-05-21|2021.384	Europe
EPI_ISL_18271509|H5N1|a/black-headed_gull/denmark/05877-1.01/2023-06-22|2023-06-22|2023.471	Europe
EPI_ISL_6959592|H5N1|a/mandarin_duck/korea/wa585/2021|2021-10-26|2021.816	Asia
EPI_ISL_1665249|H5N5|a/chicken/romania/10101_21vir2044-1/2021|2021-02-23|2021.145	Europe
EPI_ISL_666890|H5N8|a/turkey/croatia/104/2020|2020-11-17|2020.877	Europe
EPI_ISL_17973443|H5N1|a/wildbird-fregata-magnificens/ecuador/ic03-4587/2023|2023-01-11|2023.027	South America
EPI_ISL_18607170|H5N1|a/gallus_gallus/belgium/11307_0002/2023|2023-11-30|2023.912	Europe
EPI_ISL_603233|H5N8|a/chicken/bulgaria/380-1_20vir3542-1/2020|2020-06-03|2020.421	Europe
EPI_ISL_603231|H5N2|a/chicken/bulgaria/201_20vir1723-1/2020|2020-03-02|2020.167	Europe
EPI_ISL_1279262|H5N8|a/mute_swan/croatia/14/2021_|2021-03-01|2021.162	Europe
EPI_ISL_11402307|H5N8|a/chicken/england/010821/2021|2021-02-06|2021.099	Europe
EPI_ISL_17964938|H5N1|a/mute_swan/massachusetts/23-011626-001-original/2023|2023-03-29|2023.238	North America
EPI_ISL_16115054|H5N1|a/common_buzzard/denmark/08287-1.01/2022|2022-08-30|2022.66	Europe
EPI_ISL_18690642|H5N1|a/bald_eagle/oregon/23-028286-001-original/2023|2023-09-07|2023.682	North America
EPI_ISL_18133459|H5N1|a/goose/new_hampshire/usda-010920-002/2022|2022-04-07|2022.263	North America
EPI_ISL_418266|H5N8|a/turkey/czech_republic/3071/2020|2020-02-17|2020.128	Europe
EPI_ISL_404993|H5N8|a/white-fronted_goose/germany-bb/ai00018/2020|2020-01-16|2020.041	Europe
EPI_ISL_16297332|H5N1|a/goose/louisiana/22-033391-001-original/2022|2022-10-14|2022.784	North America
EPI_ISL_3090099|H5N6|a/sichuan/06681/2021|2021-07-03|2021.501	Asia
EPI_ISL_10943657|H5N1|a/northern_goshawk/sweden/sva220210sz0305/fp000317/o-2022|2022-01-25|2022.066	Europe
EPI_ISL_18058054|H5N6|a/duck/shandong/sd0263/2021|2021-03-12|2021.192	Asia
EPI_ISL_18665595|H5N1|a/cooper_s_hawk/bc/aivphl-1125/2023|2023-05-23|2023.389	North America
EPI_ISL_3102081|H5N5|a/mute_swan/romania/11981-1_21vir3163-5/2021|2021-04-08|2021.266	Europe
EPI_ISL_7778771|H5N8|a/pheasant/finland/1589_21vir7689-3/2021|2021-02-01|2021.085	Europe
EPI_ISL_17964920|H5N1|a/western_screech_owl/washington/23-010027-001-original/2023|2023-03-23|2023.222	North America
EPI_ISL_12176932|H5N8|a/chicken/albania/d381-22_22vir3125-1/2022|2022-03-01|2022.162	Europe
EPI_ISL_18133350|H5N1|a/common_raven/connecticut/usda-009204-001/2022|2022-03-24|2022.225	North America
EPI_ISL_16244010|H5N1|a/chicken/indiana/22-015386-002-original/2022|2022-05-12|2022.359	North America
EPI_ISL_1665258|H5N5|a/mute_swan/austria/21013162_21vir1085-5/2021|2021-02-10|2021.11	Europe
EPI_ISL_7624142|H5N8|a/gallus_gallus/belgium/11644/2021|2021-09-09|2021.688	Europe
EPI_ISL_660264|H5N5|a/gallus_gallus/belgium/12168_002/2020|2020-11-18|2020.88	Europe
EPI_ISL_18438033|H5N1|a/muscovy_duck/banjarbaru/a0523532-9/2023|2023-07-24|2023.559	Asia
EPI_ISL_12980521|H5N5|a/chicken/sweden/sva210201sz0080/fb000693-ip4/2021|2022-01-21|2022.055	Europe
EPI_ISL_16021854|H5N1|a/red_fox/ns/fav-0879/2022|2022-06-28|2022.488	North America
EPI_ISL_1665267|H5N5|a/mute_swan/slovenia/1914-20_21vir959-5/2020|2020-12-24|2020.978	Europe
EPI_ISL_18094394|H5N1|a/black-headed_gull/leningrad_region/rii-wd244m/2023|2023-07-27|2023.567	Europe
EPI_ISL_1665256|H5N8|a/muscovy_duck/slovakia/pah1_21vir1086-1/2021|2021-01-08|2021.019	Europe
EPI_ISL_654833|H5N8|a/chicken/chelyabinsk/201/2020|2020-09-08|2020.686	Europe
EPI_ISL_18432789|H5N1|a/peregrine_falcon/germany-ni/2023ai07594/2023|2023-09-07|2023.682	Europe
EPI_ISL_17731667|H5N1|a/pelican/montenegro/833/2022|2022-04-04|2022.255	Europe
EPI_ISL_17414667|H5N2|a/chicken/nigeria/743a_22vir3286-80/2021|2021-12-28|2021.989	Africa
EPI_ISL_17233302|H5N1|a/fox/france/23p002844/2023|2023-02-10|2023.11	Europe
EPI_ISL_18420062|H5N1|a/mute_swan/croatia/26-b/2022___|2022-02-09|2022.107	Europe
EPI_ISL_15078253|H5N1|a/red_fox/michigan/22-018712-001-original/2022|2022-06-08|2022.433	North America
EPI_ISL_8338002|H5N1|a/turkey/sweden/sva211212sz0001/fb301013-ip-2/m-2021|2021-12-12|2021.945	Europe
EPI_ISL_12572652|H5N1|a/chicken/anhui/s1740/2022(h5n1)|2022-03-03|2022.167	Asia
EPI_ISL_17964851|H5N1|a/great_horned_owl/montana/23-004958-001-original/2023|2023-02-08|2023.104	North America
EPI_ISL_17964870|H5N1|a/bald_eagle/maryland/23-005987-001-original/2023|2023-02-21|2023.14	North America
EPI_ISL_18509073|H5N1|a/mute_swan/latvia/35510-1_23vir8835-3/2022|2022-01-14|2022.036	Europe
EPI_ISL_15072540|H5N1|a/crow/hokkaido/hu-1/2022|2022-05-18|2022.375	Asia
EPI_ISL_12176855|H5N8|a/chicken/kosovo/22-59_22vir3124-20/2022|2022-03-01|2022.162	Europe
EPI_ISL_16676447|H5N1|a/common_tern/south_africa/22060305/2022|2022-06-17|2022.458	Africa
EPI_ISL_2681044|H5N8|a/chicken/romania/12448_21vir3734-3/2021|2021-05-05|2021.34	Europe
EPI_ISL_16253342|H5N2|a/eurasian_wigeon/netherlands/6/2022|2022-11-23|2022.893	Europe
EPI_ISL_18847131|H5N8|a/duck/egypt/sjceirr-ba19903op/2021|2021-12-29|2021.992	Africa
EPI_ISL_3135897|H5N1|a/turkey/hungary/16603/2021_(h5n1)|2021-04-13|2021.279	Europe
EPI_ISL_17964981|H5N1|a/great_horned_owl/idaho/23-017158-001-original/2023|2023-05-20|2023.381	North America
EPI_ISL_5260419|H5N8|a/duck/guangdong/s1269/2021|2021-03-02|2021.164	Asia
EPI_ISL_18071580|H5N1|a/goose/magadan/2272-5/2022_|2022-10-09|2022.77	Europe
EPI_ISL_11007535|H5N1|a/swan/slovenia/13_22vir777-8/2022|2022-01-03|2022.005	Europe
EPI_ISL_2234810|H5N8|a/seagull/italy/21vir2479/2021|2021-01-28|2021.074	Europe
